"cod_mun";"amc";"chave";"estado";"municipio";"polo"
2404606;5048;"IELMO MARINHO (RN)";"RN";"Ielmo Marinho";"Mato Grande"
1501907;2024;"BUJARU (PA)";"PA";"Bujaru";"Moju"
1501204;2015;"BAIAO (PA)";"PA";"Baiao";"Moju"
2922250;10033;"MUQUEM DE SAO FRANCISCO (BA)";"BA";"Muquem de Sao Francisco";"Velho Chico"
1505403;2022;"OUREM (PA)";"PA";"Ourem";"Moju"
1506500;2061;"SANTA ISABEL DO PARA (PA)";"PA";"Santa Isabel do Para";"Moju"
1502756;2024;"CONCORDIA DO PARA (PA)";"PA";"Concordia do Para";"Moju"
2404903;5051;"ITAU (RN)";"RN";"Itau";"Sertão do Apodi"
1500107;2001;"ABAETETUBA (PA)";"PA";"Abaetetuba";"Moju"
1504422;2020;"MARITUBA (PA)";"PA";"Marituba";"Moju"
2405108;5053;"JANDAIRA (RN)";"RN";"Jandaira";"Mato Grande"
2405207;5054;"JANDUIS (RN)";"RN";"Janduis";"Sertão do Apodi"
1500206;2003;"ACARA (PA)";"PA";"Acara";"Moju"
1501600;2021;"BONITO (PA)";"PA";"Bonito";"Moju"
1500800;2010;"ANANINDEUA (PA)";"PA";"Ananindeua";"Moju"
1500958;2011;"AURORA DO PARA (PA)";"PA";"Aurora do Para";"Moju"
1501303;2017;"BARCARENA (PA)";"PA";"Barcarena";"Moju"
1501402;2018;"BELEM (PA)";"PA";"Belem";"Moju"
1501501;2020;"BENEVIDES (PA)";"PA";"Benevides";"Moju"
1505007;2052;"NOVA TIMBOTEUA (PA)";"PA";"Nova Timboteua";"Moju"
1502103;2026;"CAMETA (PA)";"PA";"Cameta";"Moju"
1502301;2028;"CAPITAO POCO (PA)";"PA";"Capitao Poco";"Moju"
1506559;2022;"SANTA LUZIA DO PARA (PA)";"PA";"Santa Luzia do Para";"Moju"
1502400;2029;"CASTANHAL (PA)";"PA";"Castanhal";"Moju"
1503077;2022;"GARRAFAO DO NORTE (PA)";"PA";"Garrafao do Norte";"Moju"
1503309;2039;"IGARAPE MIRI (PA)";"PA";"Igarape-Miri";"Moju"
1503200;2038;"IGARAPE ACU (PA)";"PA";"Igarape-Acu";"Moju"
1503408;2040;"INHANGAPI (PA)";"PA";"Inhangapi";"Moju"
2933406;10335;"WAGNER (BA)";"BA";"Wagner";"Chapada Diamantina"
1503507;2041;"IRITUIA (PA)";"PA";"Irituia";"Moju"
1504604;2049;"MOCAJUBA (PA)";"PA";"Mocajuba";"Moju"
1504703;2011;"MOJU (PA)";"PA";"Moju";"Moju"
1505601;2055;"PEIXE BOI (PA)";"PA";"Peixe-Boi";"Moju"
1506351;2020;"SANTA BARBARA DO PARA (PA)";"PA";"Santa Barbara do Para";"Moju"
1506609;2063;"SANTA MARIA DO PARA (PA)";"PA";"Santa Maria do Para";"Moju"
1507003;2065;"SANTO ANTONIO DO TAUA (PA)";"PA";"Santo Antonio do Taua";"Moju"
1507201;2011;"SAO DOMINGOS DO CAPIM (PA)";"PA";"Sao Domingos do Capim";"Moju"
1507409;2067;"SAO FRANCISCO DO PARA (PA)";"PA";"Sao Francisco do Para";"Moju"
1507607;2068;"SAO MIGUEL DO GUAMA (PA)";"PA";"Sao Miguel do Guama";"Moju"
1507953;2003;"TAILANDIA (PA)";"PA";"Tailandia";"Moju"
1508001;2071;"TOME ACU (PA)";"PA";"Tome-Acu";"Moju"
1508035;2022;"TRACUATEUA (PA)";"PA";"Tracuateua";"Moju"
2406908;5072;"LUCRECIA (RN)";"RN";"Lucrecia";"Sertão do Apodi"
2202505;4039;"CARACOL (PI)";"PI";"Caracol";"Serra da Capivara"
2408805;5090;"PARAZINHO (RN)";"RN";"Parazinho";"Mato Grande"
2410108;5103;"POCO BRANCO (RN)";"RN";"Poco Branco";"Mato Grande"
5200829;16048;"AMARALINA (GO)";"GO";"Amaralina";"Norte"
2411007;5112;"RODOLFO FERNANDES (RN)";"RN";"Rodolfo Fernandes";"Sertão do Apodi"
2202851;4011;"CORONEL JOSE DIAS (PI)";"PI";"Coronel Jose Dias";"Serra da Capivara"
2515807;6165;"SERRA REDONDA (PB)";"PB";"Serra Redonda";"Borborema"
2515906;6166;"SERRARIA (PB)";"PB";"Serraria";"Borborema"
2412005;5120;"SAO GONCALO DO AMARANTE (RN)";"RN";"Sao Goncalo do Amarante";"Mato Grande"
3170909;11320;"VARZELANDIA (MG)";"MG";"Varzelandia";"Entorno do Rio São Francisco"
3170800;11708;"VARZEA DA PALMA (MG)";"MG";"Varzea da Palma";"Montes Claros"
2200707;4011;"ANISIO DE ABREU (PI)";"PI";"Anisio de Abreu";"Serra da Capivara"
3171006;11709;"VAZANTE (MG)";"MG";"Vazante";"Noroeste"
3171030;11320;"VERDELANDIA (MG)";"MG";"Verdelandia";"Janaúba"
2203354;4011;"DIRCEU ARCOVERDE (PI)";"PI";"Dirceu Arcoverde";"Serra da Capivara"
2210607;4011;"SAO RAIMUNDO NONATO (PI)";"PI";"Sao Raimundo Nonato";"Serra da Capivara"
4322509;15002;"VACARIA (RS)";"RS";"Vacaria";"Nordeste"
4322533;15035;"VALE DO SOL (RS)";"RS";"Vale do Sol";"Centro do RS"
5005103;1089;"JATEI (MS)";"MS";"Jatei";"Vale do Ininhema/Cone Sul"
2201929;4011;"BONFIM DO PIAUI (PI)";"PI";"Bonfim do Piaui";"Serra da Capivara"
5004908;1087;"JARAGUARI (MS)";"MS";"Jaraguari";"Centro do MS"
2504900;6062;"CRUZ DO ESPIRITO SANTO (PB)";"PB";"Cruz do Espirito Santo";"Mata Norte"
5208608;16119;"GOIANESIA (GO)";"GO";"Goianesia";"Norte"
5209150;16122;"GOUVELANDIA (GO)";"GO";"Gouvelandia";"Morrinhos - GO"
5209101;16121;"GOIATUBA (GO)";"GO";"Goiatuba";"Morrinhos - GO"
2203453;4011;"DOM INOCENCIO (PI)";"PI";"Dom Inocencio";"Serra da Capivara"
2203750;4011;"FARTURA DO PIAUI (PI)";"PI";"Fartura do Piaui";"Serra da Capivara"
2204550;4039;"GUARIBAS (PI)";"PI";"Guaribas";"Serra da Capivara"
2205359;4034;"JOAO COSTA (PI)";"PI";"Joao Costa";"Serra da Capivara"
2205532;4011;"JUREMA (PI)";"PI";"Jurema";"Serra da Capivara"
2413607;5136;"SEVERIANO MELO (RN)";"RN";"Severiano Melo";"Sertão do Apodi"
2209559;4011;"SAO BRAZ DO PIAUI (PI)";"PI";"Sao Braz do Piaui";"Serra da Capivara"
2210359;4011;"SAO LOURENCO DO PIAUI (PI)";"PI";"Sao Lourenco do Piaui";"Serra da Capivara"
2413805;5138;"TABOLEIRO GRANDE (RN)";"RN";"Taboleiro Grande";"Sertão do Apodi"
2211357;4011;"VARZEA BRANCA (PI)";"PI";"Varzea Branca";"Serra da Capivara"
2300408;4100;"AIUABA (CE)";"CE";"Aiuaba";"Inhamuns Crateus"
2301257;4110;"ARARENDA (CE)";"CE";"Ararenda";"Inhamuns Crateus"
2301505;4113;"ARNEIROZ (CE)";"CE";"Arneiroz";"Inhamuns Crateus"
2301851;4117;"BANABUIU (CE)";"CE";"Banabuiu";"Sertão Central-Quixadá"
2302404;4124;"BOA VIAGEM (CE)";"CE";"Boa Viagem";"Sertão de Canindé"
2302800;4127;"CANINDE (CE)";"CE";"Caninde";"Sertão de Canindé"
2303006;4129;"CARIDADE (CE)";"CE";"Caridade";"Sertão de Canindé"
2303659;4136;"CATUNDA (CE)";"CE";"Catunda";"Inhamuns Crateus"
2303931;4117;"CHORO (CE)";"CE";"Choro";"Sertão Central-Quixadá"
2304103;4142;"CRATEUS (CE)";"CE";"Crateus";"Inhamuns Crateus"
2304269;4145;"DEPUTADO IRAPUAN PINHEIRO (CE)";"CE";"Deputado Irapuan Pinheiro";"Sertão Central/Sen. Pompeu"
2305209;4158;"HIDROLANDIA (CE)";"CE";"Hidrolandia";"Inhamuns Crateus"
2305266;4117;"IBARETAMA (CE)";"CE";"Ibaretama";"Sertão Central-Quixadá"
2305605;4163;"INDEPENDENCIA (CE)";"CE";"Independencia";"Inhamuns Crateus"
2305654;4110;"IPAPORANGA (CE)";"CE";"Ipaporanga";"Inhamuns Crateus"
2305803;4165;"IPU (CE)";"CE";"Ipu";"Inhamuns Crateus"
2305902;4166;"IPUEIRAS (CE)";"CE";"Ipueiras";"Inhamuns Crateus"
2306603;4172;"ITATIRA (CE)";"CE";"Itatira";"Sertão de Canindé"
2413904;5139;"TAIPU (RN)";"RN";"Taipu";"Mato Grande"
2307635;4183;"MADALENA (CE)";"CE";"Madalena";"Sertão de Canindé"
2308351;4145;"MILHA (CE)";"CE";"Milha";"Sertão Central/Sen. Pompeu"
2308500;4192;"MOMBACA (CE)";"CE";"Mombaca";"Sertão Central/Sen. Pompeu"
2308609;4193;"MONSENHOR TABOSA (CE)";"CE";"Monsenhor Tabosa";"Inhamuns Crateus"
2309300;4110;"NOVA RUSSAS (CE)";"CE";"Nova Russas";"Inhamuns Crateus"
2309409;4199;"NOVO ORIENTE (CE)";"CE";"Novo Oriente";"Inhamuns Crateus"
2412559;5126;"SAO MIGUEL DO GOSTOSO (RN)";"RN";"Sao Miguel do Gostoso";"Mato Grande"
2310308;4206;"PARAMBU (CE)";"CE";"Parambu";"Inhamuns Crateus"
2310407;4207;"PARAMOTI (CE)";"CE";"Paramoti";"Sertão de Canindé"
2310506;4208;"PEDRA BRANCA (CE)";"CE";"Pedra Branca";"Sertão Central/Sen. Pompeu"
2401008;5010;"APODI (RN)";"RN";"Apodi";"Sertão do Apodi"
2312700;4224;"SENADOR POMPEU (CE)";"CE";"Senador Pompeu";"Sertão Central/Sen. Pompeu"
2313005;4145;"SOLONOPOLE (CE)";"CE";"Solonopole";"Sertão Central/Sen. Pompeu"
2412708;5127;"SAO PEDRO (RN)";"RN";"Sao Pedro";"Mato Grande"
2310902;4211;"PIQUET CARNEIRO (CE)";"CE";"Piquet Carneiro";"Sertão Central/Sen. Pompeu"
2310951;4165;"PIRES FERREIRA (CE)";"CE";"Pires Ferreira";"Inhamuns Crateus"
2311009;4212;"PORANGA (CE)";"CE";"Poranga";"Inhamuns Crateus"
2311264;4163;"QUITERIANOPOLIS (CE)";"CE";"Quiterianopolis";"Inhamuns Crateus"
2311306;4117;"QUIXADA (CE)";"CE";"Quixada";"Sertão Central-Quixadá"
2311405;4183;"QUIXERAMOBIM (CE)";"CE";"Quixeramobim";"Sertão Central-Quixadá"
2312205;4136;"SANTA QUITERIA (CE)";"CE";"Santa Quiteria";"Inhamuns Crateus"
2313203;4227;"TAMBORIL (CE)";"CE";"Tamboril";"Inhamuns Crateus"
2313302;4228;"TAUA (CE)";"CE";"Taua";"Inhamuns Crateus"
2401305;5012;"AUGUSTO SEVERO (RN)";"RN";"Augusto Severo";"Sertão do Apodi"
2400604;5006;"ALMINO AFONSO (RN)";"RN";"Almino Afonso";"Sertão do Apodi"
2401602;5016;"BENTO FERNANDES (RN)";"RN";"Bento Fernandes";"Mato Grande"
2401701;5018;"BOM JESUS (RN)";"RN";"Bom Jesus";"Mato Grande"
2401859;5020;"CAICARA DO NORTE (RN)";"RN";"Caicara do Norte";"Mato Grande"
2403608;5038;"EXTREMOZ (RN)";"RN";"Extremoz";"Mato Grande"
2403707;5039;"FELIPE GUERRA (RN)";"RN";"Felipe Guerra";"Sertão do Apodi"
2402303;5025;"CARAUBAS (RN)";"RN";"Caraubas";"Sertão do Apodi"
2402600;5027;"CEARA MIRIM (RN)";"RN";"Ceara-Mirim";"Mato Grande"
2404002;5042;"FRUTUOSO GOMES (RN)";"RN";"Frutuoso Gomes";"Sertão do Apodi"
2404309;5045;"GOVERNADOR DIX SEPT ROSADO (RN)";"RN";"Governador Dix-Sept Rosado";"Sertão do Apodi"
2405801;5060;"JOAO CAMARA (RN)";"RN";"Joao Camara";"Mato Grande"
2407104;5074;"MACAIBA (RN)";"RN";"Macaiba";"Mato Grande"
2407401;5077;"MARTINS (RN)";"RN";"Martins";"Sertão do Apodi"
2407500;5078;"MAXARANGUAPE (RN)";"RN";"Maxaranguape";"Mato Grande"
2407609;5079;"MESSIAS TARGINO (RN)";"RN";"Messias Targino";"Sertão do Apodi"
2409308;5094;"PATU (RN)";"RN";"Patu";"Sertão do Apodi"
2408409;5086;"OLHO D AGUA DO BORGES (RN)";"RN";"Olho-D'agua do Borges";"Sertão do Apodi"
2408706;5089;"PARAU (RN)";"RN";"Parau";"Sertão do Apodi"
2408953;5078;"RIO DO FOGO (RN)";"RN";"Rio do Fogo";"Mato Grande"
2409332;5095;"SANTA MARIA (RN)";"RN";"Santa Maria";"Mato Grande"
2409506;5097;"PEDRA GRANDE (RN)";"RN";"Pedra Grande";"Mato Grande"
2410207;5104;"PORTALEGRE (RN)";"RN";"Portalegre";"Sertão do Apodi"
2410405;5106;"PUREZA (RN)";"RN";"Pureza";"Mato Grande"
2410603;5108;"RAFAEL GODEIRO (RN)";"RN";"Rafael Godeiro";"Sertão do Apodi"
2410702;5109;"RIACHO DA CRUZ (RN)";"RN";"Riacho da Cruz";"Sertão do Apodi"
2411601;5020;"SAO BENTO DO NORTE (RN)";"RN";"Sao Bento do Norte";"Mato Grande"
2414407;5126;"TOUROS (RN)";"RN";"Touros";"Mato Grande"
2414456;5012;"TRIUNFO POTIGUAR (RN)";"RN";"Triunfo Potiguar";"Sertão do Apodi"
2414506;5144;"UMARIZAL (RN)";"RN";"Umarizal";"Sertão do Apodi"
2414605;5145;"UPANEMA (RN)";"RN";"Upanema";"Sertão do Apodi"
2414902;5147;"VICOSA (RN)";"RN";"Vicosa";"Sertão do Apodi"
2500304;6003;"ALAGOA GRANDE (PB)";"PB";"Alagoa Grande";"Borborema"
2500403;6004;"ALAGOA NOVA (PB)";"PB";"Alagoa Nova";"Borborema"
2500577;6007;"ALGODAO DE JANDAIRA (PB)";"PB";"Algodao de Jandaira";"Borborema"
2500908;6013;"ARARA (PB)";"PB";"Arara";"Borborema"
2501104;6015;"AREIA (PB)";"PB";"Areia";"Borborema"
2501203;6017;"AREIAL (PB)";"PB";"Areial";"Borborema"
2501401;6020;"BAIA DA TRAICAO (PB)";"PB";"Baia da Traicao";"Mata Norte"
2502706;6035;"BORBOREMA (PB)";"PB";"Borborema";"Borborema"
2512762;6138;"RIACHAO DO POCO (PB)";"PB";"Riachao do Poco";"Mata Norte"
2503605;6045;"CAICARA (PB)";"PB";"Caicara";"Mata Norte"
2503803;6048;"CALDAS BRANDAO (PB)";"PB";"Caldas Brandao";"Mata Norte"
2504009;6030;"CAMPINA GRANDE (PB)";"PB";"Campina Grande";"Borborema"
2504033;6050;"CAPIM (PB)";"PB";"Capim";"Mata Norte"
2504157;6053;"CASSERENGUE (PB)";"PB";"Casserengue";"Borborema"
2505238;6050;"CUITE DE MAMANGUAPE (PB)";"PB";"Cuite de Mamanguape";"Mata Norte"
2505279;6050;"CURRAL DE CIMA (PB)";"PB";"Curral de Cima";"Mata Norte"
2506004;6072;"ESPERANCA (PB)";"PB";"Esperanca";"Borborema"
2507101;6083;"ITAPOROROCA (PB)";"PB";"Itapororoca";"Mata Norte"
2507309;6085;"JACARAU (PB)";"PB";"Jacarau";"Mata Norte"
2508208;6093;"LAGOA DE DENTRO (PB)";"PB";"Lagoa de Dentro";"Mata Norte"
2508307;6094;"LAGOA SECA (PB)";"PB";"Lagoa Seca";"Borborema"
2508554;6045;"LOGRADOURO (PB)";"PB";"Logradouro";"Mata Norte"
2508604;6097;"LUCENA (PB)";"PB";"Lucena";"Mata Norte"
2508901;6050;"MAMANGUAPE (PB)";"PB";"Mamanguape";"Mata Norte"
2509057;6101;"MARCACAO (PB)";"PB";"Marcacao";"Mata Norte"
2509107;6102;"MARI (PB)";"PB";"Mari";"Mata Norte"
2509206;6103;"MASSARANDUBA (PB)";"PB";"Massaranduba";"Borborema"
2509305;6104;"MATARACA (PB)";"PB";"Mataraca";"Mata Norte"
2509339;6004;"MATINHAS (PB)";"PB";"Matinhas";"Borborema"
2509503;6107;"MONTADAS (PB)";"PB";"Montadas";"Borborema"
2512705;6007;"REMIGIO (PB)";"PB";"Remigio";"Borborema"
2511608;6127;"PILOES (PB)";"PB";"Piloes";"Borborema"
2512721;6085;"PEDRO REGIS (PB)";"PB";"Pedro Regis";"Mata Norte"
2512408;6135;"PUXINANA (PB)";"PB";"Puxinana";"Borborema"
2512903;6101;"RIO TINTO (PB)";"PB";"Rio Tinto";"Mata Norte"
2513703;6148;"SANTA RITA (PB)";"PB";"Santa Rita";"Mata Norte"
2515104;6160;"SAO SEBASTIAO DE LAGOA DE ROCA (PB)";"PB";"Sao Sebastiao de Lagoa de Roca";"Borborema"
2515971;6138;"SOBRADO (PB)";"PB";"Sobrado";"Mata Norte"
2515302;6138;"SAPE (PB)";"PB";"Sape";"Mata Norte"
2516003;6053;"SOLANEA (PB)";"PB";"Solanea";"Borborema"
2600104;7002;"AFOGADOS DA INGAZEIRA (PE)";"PE";"Afogados da Ingazeira";"Sertão do Pajeú"
2600203;7003;"AFRANIO (PE)";"PE";"Afranio";"Sertão do São Francisco"
2600609;7007;"ALAGOINHA (PE)";"PE";"Alagoinha";"Agreste Pesqueira"
2603009;7032;"CABROBO (PE)";"PE";"Cabrobo";"Sertão do São Francisco"
2601102;7013;"ARARIPINA (PE)";"PE";"Araripina";"Sertão do Araripe"
2601201;7014;"ARCOVERDE (PE)";"PE";"Arcoverde";"Sertão do Pajeú"
2602506;7027;"BREJINHO (PE)";"PE";"Brejinho";"Sertão do Pajeú"
2601706;7019;"BELO JARDIM (PE)";"PE";"Belo Jardim";"Agreste Pesqueira"
2603405;7036;"CALUMBI (PE)";"PE";"Calumbi";"Sertão do Pajeú"
2601805;7020;"BETANIA (PE)";"PE";"Betania";"Sertão do Pajeú"
2602001;7022;"BODOCO (PE)";"PE";"Bodoco";"Sertão do Araripe"
2602605;7028;"BREJO DA MADRE DE DEUS (PE)";"PE";"Brejo da Madre de Deus";"Agreste Pesqueira"
2602803;7030;"BUIQUE (PE)";"PE";"Buique";"Agreste Pesqueira"
2603900;7042;"CARNAIBA (PE)";"PE";"Carnaiba";"Sertão do Pajeú"
2605103;7056;"CUSTODIA (PE)";"PE";"Custodia";"Sertão do Pajeú"
2605152;7057;"DORMENTES (PE)";"PE";"Dormentes";"Sertão do São Francisco"
2605301;7059;"EXU (PE)";"PE";"Exu";"Sertão do Araripe"
2605608;7063;"FLORES (PE)";"PE";"Flores";"Sertão do Pajeú"
2606309;7069;"GRANITO (PE)";"PE";"Granito";"Sertão do Araripe"
2606606;7072;"IBIMIRIM (PE)";"PE";"Ibimirim";"Sertão do Pajeú"
2606903;7074;"IGUARACI (PE)";"PE";"Iguaraci";"Sertão do Pajeú"
2607000;7075;"INAJA (PE)";"PE";"Inaja";"Sertão do Pajeú"
2607109;7076;"INGAZEIRA (PE)";"PE";"Ingazeira";"Sertão do Pajeú"
2607307;7078;"IPUBI (PE)";"PE";"Ipubi";"Sertão do Araripe"
2607703;7083;"ITAPETIM (PE)";"PE";"Itapetim";"Sertão do Pajeú"
2608750;7096;"LAGOA GRANDE (PE)";"PE";"Lagoa Grande";"Sertão do São Francisco"
2609303;7101;"MIRANDIBA (PE)";"PE";"Mirandiba";"Sertão do Pajeú"
2609808;7106;"OROCO (PE)";"PE";"Oroco";"Sertão do São Francisco"
2609907;7107;"OURICURI (PE)";"PE";"Ouricuri";"Sertão do Araripe"
2610400;7112;"PARNAMIRIM (PE)";"PE";"Parnamirim";"Sertão do Araripe"
2610806;7115;"PEDRA (PE)";"PE";"Pedra";"Agreste Pesqueira"
2610905;7116;"PESQUEIRA (PE)";"PE";"Pesqueira";"Agreste Pesqueira"
2611200;7117;"POCAO (PE)";"PE";"Pocao";"Agreste Pesqueira"
2611101;7057;"PETROLINA (PE)";"PE";"Petrolina";"Sertão do São Francisco"
2611533;7042;"QUIXABA (PE)";"PE";"Quixaba";"Sertão do Pajeú"
2613503;7140;"SAO JOSE DO BELMONTE (PE)";"PE";"Sao Jose do Belmonte";"Sertão do Pajeú"
2613602;7141;"SAO JOSE DO EGITO (PE)";"PE";"Sao Jose do Egito";"Sertão do Pajeú"
2612208;7127;"SALGUEIRO (PE)";"PE";"Salgueiro";"Sertão do Pajeú"
2612406;7129;"SANHARO (PE)";"PE";"Sanharo";"Agreste Pesqueira"
2612455;7107;"SANTA CRUZ (PE)";"PE";"Santa Cruz";"Sertão do Araripe"
2612471;7130;"SANTA CRUZ DA BAIXA VERDE (PE)";"PE";"Santa Cruz da Baixa Verde";"Sertão do Pajeú"
2612554;7107;"SANTA FILOMENA (PE)";"PE";"Santa Filomena";"Sertão do Araripe"
2612604;7096;"SANTA MARIA DA BOA VISTA (PE)";"PE";"Santa Maria da Boa Vista";"Sertão do São Francisco"
2612802;7133;"SANTA TEREZINHA (PE)";"PE";"Santa Terezinha";"Sertão do Pajeú"
2613909;7143;"SERRA TALHADA (PE)";"PE";"Serra Talhada";"Sertão do Pajeú"
2614105;7145;"SERTANIA (PE)";"PE";"Sertania";"Sertão do Pajeú"
2614303;7147;"MOREILANDIA (PE)";"PE";"Moreilandia";"Sertão do Araripe"
2614402;7148;"SOLIDAO (PE)";"PE";"Solidao";"Sertão do Pajeú"
2614600;7149;"TABIRA (PE)";"PE";"Tabira";"Sertão do Pajeú"
2615607;7158;"TRINDADE (PE)";"PE";"Trindade";"Sertão do Araripe"
2615706;7130;"TRIUNFO (PE)";"PE";"Triunfo";"Sertão do Pajeú"
2615805;7159;"TUPANATINGA (PE)";"PE";"Tupanatinga";"Agreste Pesqueira"
2615904;7160;"TUPARETAMA (PE)";"PE";"Tuparetama";"Sertão do Pajeú"
2616001;7161;"VENTUROSA (PE)";"PE";"Venturosa";"Agreste Pesqueira"
2900108;10001;"ABAIRA (BA)";"BA";"Abaira";"Chapada Diamantina"
2907509;10089;"CATU (BA)";"BA";"Catu";"Agreste Alagoinhas/Litoral Norte"
2910701;10079;"EUCLIDES DA CUNHA (BA)";"BA";"Euclides da Cunha";"Semi-Árido Nordeste II"
2910503;10119;"ENTRE RIOS (BA)";"BA";"Entre Rios";"Agreste Alagoinhas/Litoral Norte"
2910602;10120;"ESPLANADA (BA)";"BA";"Esplanada";"Agreste Alagoinhas/Litoral Norte"
2900355;10004;"ADUSTINA (BA)";"BA";"Adustina";"Semi-Árido Nordeste II"
2900405;10005;"AGUA FRIA (BA)";"BA";"agua Fria";"Portal do Sertão"
2900702;10008;"ALAGOINHAS (BA)";"BA";"Alagoinhas";"Agreste Alagoinhas/Litoral Norte"
2901106;10012;"AMELIA RODRIGUES (BA)";"BA";"Amelia Rodrigues";"Portal do Sertão"
2901155;10013;"AMERICA DOURADA (BA)";"BA";"America Dourada";"Irecê"
2901304;10015;"ANDARAI (BA)";"BA";"Andarai";"Chapada Diamantina"
2914505;10161;"IRARA (BA)";"BA";"Irara";"Portal do Sertão"
2901502;10018;"ANGUERA (BA)";"BA";"Anguera";"Portal do Sertão"
2901700;10020;"ANTONIO CARDOSO (BA)";"BA";"Antonio Cardoso";"Portal do Sertão"
2914604;10013;"IRECE (BA)";"BA";"Irece";"Irecê"
2902203;10026;"ARAMARI (BA)";"BA";"Aramari";"Agreste Alagoinhas/Litoral Norte"
2902005;10024;"ARACATU (BA)";"BA";"Aracatu";"Sertão Produtivo"
